2.0 	6.600 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	6.200 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.400 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	7.700 	180.0 	30.0 
2.0 	6.833 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	7.125 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	6.600 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	6.700 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	6.400 	180.0 	30.0 
2.0 	7.125 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	6.900 	180.0 	30.0 
2.0 	6.800 	180.0 	30.0 
2.0 	6.100 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	6.500 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	7.250 	180.0 	30.0 
2.0 	8.200 	180.0 	30.0 
2.0 	7.000 	180.0 	30.0 
2.0 	10.250 	180.0 	30.0 
2.0 	7.600 	180.0 	30.0 
2.0 	7.250 	180.0 	30.0 
2.0 	7.200 	180.0 	30.0 
2.0 	8.125 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	7.500 	180.0 	30.0 
2.0 	7.900 	180.0 	30.0 
2.0 	8.300 	180.0 	30.0 
2.0 	7.625 	180.0 	30.0 
2.0 	7.750 	180.0 	30.0 
2.0 	7.750 	180.0 	30.0 
2.0 	8.125 	180.0 	30.0 
2.0 	7.375 	180.0 	30.0 
2.0 	8.100 	180.0 	30.0 
2.0 	8.750 	180.0 	30.0 
2.0 	9.500 	180.0 	30.0 
2.0 	7.625 	180.0 	30.0 
2.0 	7.375 	180.0 	30.0 
2.0 	9.250 	180.0 	30.0 
2.0 	8.250 	180.0 	30.0 
2.0 	8.750 	180.0 	30.0 
2.0 	8.250 	180.0 	30.0 
2.0 	10.125 	180.0 	30.0 
2.0 	9.625 	180.0 	30.0 
2.0 	7.100 	180.0 	30.0 
2.0 	11.000 	180.0 	30.0 
2.0 	9.375 	180.0 	30.0 
2.0 	9.625 	180.0 	30.0 
2.0 	10.750 	180.0 	30.0 
2.0 	10.333 	180.0 	30.0 
2.0 	10.750 	180.0 	30.0 
2.0 	8.250 	180.0 	30.0 
2.0 	7.125 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	9.750 	180.0 	30.0 
2.0 	11.000 	180.0 	30.0 
2.0 	9.125 	180.0 	30.0 
2.0 	7.300 	180.0 	30.0 
2.0 	11.000 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	10.250 	180.0 	30.0 
2.0 	8.375 	180.0 	30.0 
2.0 	9.375 	180.0 	30.0 
2.0 	9.500 	180.0 	30.0 
2.0 	8.167 	180.0 	30.0 
2.0 	9.500 	180.0 	30.0 
2.0 	8.625 	180.0 	30.0 
2.0 	9.250 	180.0 	30.0 
2.0 	9.000 	180.0 	30.0 
2.0 	8.500 	180.0 	30.0 
2.0 	9.000 	180.0 	30.0 
2.0 	8.500 	180.0 	30.0 
2.0 	8.625 	180.0 	30.0 
2.0 	9.375 	180.0 	30.0 
2.0 	9.625 	180.0 	30.0 
2.0 	8.875 	180.0 	30.0 
2.0 	10.167 	180.0 	30.0 
2.0 	8.375 	180.0 	30.0 
2.0 	8.500 	180.0 	30.0 
2.0 	9.500 	180.0 	30.0 
2.0 	8.125 	180.0 	30.0 
2.0 	9.250 	180.0 	30.0 
2.0 	8.833 	180.0 	30.0 
2.0 	8.750 	180.0 	30.0 
2.0 	9.500 	180.0 	30.0 
2.0 	9.125 	180.0 	30.0 
2.0 	8.750 	180.0 	30.0 
2.0 	11.500 	180.0 	30.0 
2.0 	11.500 	180.0 	30.0 
2.0 	9.750 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	10.833 	180.0 	30.0 
2.0 	11.250 	180.0 	30.0 
2.0 	11.250 	180.0 	30.0 
2.0 	10.667 	180.0 	30.0 
2.0 	11.167 	180.0 	30.0 
2.0 	11.000 	180.0 	30.0 
2.0 	10.167 	180.0 	30.0 
2.0 	11.167 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	10.667 	180.0 	30.0 
2.0 	10.667 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	10.167 	180.0 	30.0 
2.0 	10.167 	180.0 	30.0 
2.0 	10.333 	180.0 	30.0 
2.0 	9.667 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	11.167 	180.0 	30.0 
2.0 	10.333 	180.0 	30.0 
2.0 	10.333 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	11.333 	180.0 	30.0 
2.0 	10.000 	180.0 	30.0 
2.0 	10.000 	180.0 	30.0 
2.0 	10.167 	180.0 	30.0 
2.0 	10.167 	180.0 	30.0 
2.0 	9.500 	180.0 	30.0 
2.0 	10.375 	180.0 	30.0 
2.0 	10.375 	180.0 	30.0 
2.0 	9.333 	180.0 	30.0 
2.0 	11.500 	180.0 	30.0 
2.0 	10.833 	180.0 	30.0 
2.0 	11.333 	180.0 	30.0 
2.0 	10.833 	180.0 	30.0 
2.0 	9.667 	180.0 	30.0 
2.0 	9.875 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	11.167 	180.0 	30.0 
2.0 	9.500 	180.0 	30.0 
2.0 	9.500 	180.0 	30.0 
2.0 	10.167 	180.0 	30.0 
2.0 	9.000 	180.0 	30.0 
2.0 	10.500 	180.0 	30.0 
2.0 	9.833 	180.0 	30.0 
2.0 	10.000 	180.0 	30.0 
2.0 	9.875 	180.0 	30.0 
2.0 	9.333 	180.0 	30.0 
